1500,000	0,020
1600,000	0,720
1700,000	0,900
1800,000	0,960
1900,000	0,940
2000,000	1,140
2100,000	1,420
2200,000	1,600
2300,000	1,920
2400,000	2,060
2500,000	2,280
2600,000	2,540
2700,000	2,920
2800,000	4,180
2900,000	5,560
3000,000	8,080
3100,000	10,120
3200,000	11,920
3300,000	11,780
3400,000	11,920
3500,000	12,400
3600,000	13,000
3700,000	13,440
3800,000	12,160
